"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Namibia","NAM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134.2174","","","81.70388","95.92954","","","115.26448","","","","","","","","76.01238","","","","","","","","","","",
"New Caledonia","NCL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","377.21895","568.63951","411.83055","445.77468","451.90547","564.54315","623.27731","","","312.53591","314.50436","275.24802","","","","","","","",
"Nigeria","NGA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.66199","","","","","","","","","","","","","","","","","33.0426","35.77867","","","","","","","","",
"Norway","NOR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.01137","46.4702","44.93575","38.62209","42.8673","47.12988","48.46343","50.3261","48.03716","43.72583","45.65673","45.04542","47.54835","43.44995","41.54993","","40.53579","42.40292","37.31122","39.82164","","","","","","","","",
"Nepal","NPL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.46298","102.63701","77.43354","63.42802","","","","","47.40814","51.51713","33.02038","31.69426","","22.29423","26.74935","24.16269","","","","","","","","","",
"Nauru","NRU","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.08001","26.37621","26.93331","25.25573","","","","","","","","",
"OECD members","OED","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.05591","31.29979","28.106035","28.47715","25.48431","25.53041","24.122095","23.904325","25.375715","25.028515","25.681455","28.103635","27.99309","27.713725","25.74376","28.08001","26.89935","27.748495","25.41068","","","","","","","","",
"Oman","OMN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.42561","55.57884","","","","","","22.0517","13.91475","","","","42.76602","","","","","","","43.55851","","","","","","","","",
"Other small states","OSS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.98447","29.142465","46.38897","41.516","40.204795","54.32611","","21.50515","20.596205","19.125385","24.17478","","24.602425","32.166535","","","","","","","","","","",
"Pakistan","PAK","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.58395","54.50023","63.01978","69.92226","67.23956","","","","","","","",
"Panama","PAN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.59073","30.8513","28.47303","31.57496","","25.80472","","","","","","","19.50707","18.73802","","","","","","","","","","","","",
"Peru","PER","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.39289","12.70191","12.66781","9.36281","11.30361","","","","","","","","","","10.37422","10.88362","","","","","","","",
"Philippines","PHL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4768","","","14.47821","13.42389","14.11128","13.7761","12.17696","11.19786","","9.28273","9.71651","10.56665","","","","","","","","","","","","","","","",
"Palau","PLW","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.90895","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.99816","20.86802","17.49334","18.02418","21.06039","19.66127","21.2374","21.27606","16.93912","16.4316","18.22712","18.61018","20.43721","20.12839","22.51235","25.41659","26.48911","28.11992","25.41068","","","","","","","","",
"Pre-demographic dividend","PRE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153.45548","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.02041","33.27516","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.96595","25.76338","26.2307","23.78989","24.84234","22.04932","25.33618","26.77534","32.0895","25.4724","29.20305","30.01118","26.87704","","25.06298","26.89935","26.90651","","","","","","","","","",
"Paraguay","PRY","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.82997","36.78955","21.18613","22.7239","17.60532","","","17.41706","","","14.26133","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.02379","29.91196","28.63129","27.03547","29.03337","32.03604","30.52715","27.855945","29.20305","25.67837","27.713725","24.70782","27.1765","26.89935","26.90651","25.3323","","","","","","","","",
"French Polynesia","PYF","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.42157","26.0169","23.40972","22.04941","23.43859","22.90097","24.58628","21.8697","20.9931","20.16143","19.57137","22.92328","19.26711","24.87677","24.0546","26.09842","","","","","","","","",
"Russian Federation","RUS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.96867","10.95492","11.90786","11.43514","10.87134","12.66075","13.21028","","14.32585","","","","15.24804","16.45398","","18.77948","19.82112","","","","","","","","",
"Rwanda","RWA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1150.77138","","","","","300.20265","","244.54516","199.86622","","173.51484","116.61996","88.41959","94.92863","","107.95651","","","97.65851","","","","","","",
"South Asia","SAS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.88233","","","63.42802","","","","","","51.51713","33.02038","31.69426","23.48732","36.47267","40.673215","29.412","30.52166","","","","","","","","",
"Saudi Arabia","SAU","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.4747","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167.27013","161.23154","","128.59092","165.83551","191.35265","144.37938","134.91446","196.56276","165.66626","176.3571","143.13554","","131.01343","","","","","","",
"Singapore","SGP","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.51476","25.24015","25.23741","23.1426","24.86011","20.95304","","","","23.54145","","","","","","","",
"Solomon Islands","SLB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.05942","","9.78412","","12.30136","12.43409","","17.51491","16.55859","16.41262","","20.87008","20.41816","","10.50348","11.10141","10.92943","10.84972","10.8018","12.01038","11.12942","","","","","","",
"San Marino","SMR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.51186","8.72047","","","","","","","","","","","","","",
"Somalia","SOM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.65057","37.5169","38.4532","40.46815","39.16333","37.68856","","","33.58741","29.57195","29.78442","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.98447","29.142465","46.38897","41.516","40.204795","54.32611","","21.50515","20.596205","19.125385","24.17478","","24.602425","32.166535","","","","","","","","","","",
"Sao Tome and Principe","STP","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.53961","","41.93097","","","","","","","","","","",
"Suriname","SUR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.28855","","32.34944","28.20551","30.24759","30.28029","28.17706","31.37897","23.41832","23.86542","18.98153","17.79834","18.18657","18.56976","22.08985","26.93199","31.19209","33.17606","42.08415","27.60007","","","","","","","","",
"Slovenia","SVN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.27497","25.075","24.99642","24.43072","21.91823","21.2182","20.71162","20.82911","24.07962","23.85399","25.80786","23.72584","23.84235","23.72155","23.84036","24.3256","","","","","","","","",
"Sweden","SWE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.97767","49.35435","47.34424","46.49734","46.14802","42.7137","40.00729","38.13697","36.87251","36.26481","39.06096","42.34718","39.56612","38.42777","42.38743","43.45347","43.82746","43.11866","43.24651","","","","","","","","",
"Eswatini","SWZ","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","412.44961","231.43086","","291.27902","","241.62206","244.14651","","","","","","","","128.19209","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","39.06209","18.43209","8.79479","","70.70674","","","","","","","","",
"Syrian Arab Republic","SYR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.29088","102.80269","81.98551","","47.50408","43.69093","45.47164","49.40899","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.56158","","","","","","","","","",
"Chad","TCD","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265.31099","442.73541","","","","","","270.52613","259.03462","","","","162.18236","211.50163","186.65421","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.74544","15.55069","18.07199","20.790435","21.640795","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.760525","22.63517","19.04264","21.6697","19.55726","18.80985","18.43656","17.40966","","18.77948","23.31199","","","","","","","","",
"Togo","TGO","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280.73061","","","","","","","","","137.07093","","","78.65386","71.72394","89.39615","98.98592","111.34646","91.09807","81.64483","77.17135","","","","","","","",
"Thailand","THA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.55657","45.13241","","35.33598","31.67986","","","23.98612","23.68337","27.06107","","20.3411","20.63746","16.03965","19.3805","18.2528","18.17357","","","","","","","","","","","",
"Tajikistan","TJK","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.73004","10.05308","7.19128","11.83002","9.31537","10.10801","18.76263","18.8744","15.52794","13.30391","18.22329","19.117","","19.56957","","","","","","","","","",
"Turkmenistan","TKM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.53139","","","","","","","","25.24782","29.81738","","33.04323","","","","","","","","","",
"Timor-Leste","TLS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.31905","15.06173","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","126.53","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.88233","","","63.42802","","","","","","51.51713","33.02038","31.69426","23.48732","36.47267","40.673215","29.412","30.52166","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.22433","","83.68622","72.41935","64.58462","57.4548","60.77918","59.33788","48.12954","46.94302","47.55889","45.76097","50.31755","50.64414","","53.35777","57.85019","55.13643","54.74251","","","","","","","","","",
"Turkiye","TUR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.24444","","34.09401","36.04356","32.14899","28.61458","","25.74749","","","","","","42.71303","41.19523","38.48285","32.269","35.28416","","","","","","","","",
"Tuvalu","TUV","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547.01464","541.49376","","725.67009","","","631.6187","","","","","","","","","","","","","","",
"Uganda","UGA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172.84059","","","","","85.14325","82.72859","74.28615","91.44465","","","","","","","","","","","","",
"Ukraine","UKR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.48026","37.27235","41.7101","36.08012","32.4591","32.3289","32.35391","30.54817","32.96606","39.01139","","37.75878","41.36357","43.85232","37.10283","","38.53561","34.46536","","","","","","","",
"Upper middle income","UMC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.971225","18.62508","","","18.12099","","","","","","","","",
"Uruguay","URY","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.299","18.29396","19.9821","16.48078","17.08454","18.97252","17.7881","18.58317","","","","","29.16904","","","","","25.19618","25.38864","","","","","","","",
"United States","USA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.83643","20.04063","21.89296","20.41236","21.16585","21.52057","19.42953","","","","","","","","",
"Uzbekistan","UZB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.51275","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.60172","","","","","","","","","","","","","","40.0368","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.4484","32.24791","32.38883","30.19274","32.57868","34.21589","","","","","","","","","","","",
"Vanuatu","VUT","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117.80818","145.85188","262.57856","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.458285","29.9132","","29.65255","","","","","","","","","","","",
"Samoa","WSM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188.62602","121.00249","187.59817","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.20118","38.19787","40.02283","","46.83211","47.9767","","","","","","",
"Zambia","ZMB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.27895","","166.79841","161.41752","","","","","","","","","","","",
